,фаза 1-го луча,мощность 1-го луча,врем€ 1-го луча,AоD phi 1-го луча,AоD theta 1-го луча,AоA phi 1-го луча,Aој theta 1-го луча,фаза 2-го луча,мощность 2-го луча,врем€ 2-го луча,AоD phi 2-го луча,AоD theta 2-го луча,AоA phi 2-го луча,Aој theta 2-го луча,фаза 3-го луча,мощность 3-го луча,врем€ 3-го луча,AоD phi 3-го луча,AоD theta 3-го луча,AоA phi 3-го луча,Aој theta 3-го луча,фаза 4-го луча,мощность 4-го луча,врем€ 4-го луча,AоD phi 4-го луча,AоD theta 4-го луча,AоA phi 4-го луча,Aој theta 4-го луча,фаза 5-го луча,мощность 5-го луча,врем€ 5-го луча,AоD phi 5-го луча,AоD theta 5-го луча,AоA phi 5-го луча,Aој theta 5-го луча,фаза 6-го луча,мощность 6-го луча,врем€ 6-го луча,AоD phi 6-го луча,AоD theta 6-го луча,AоA phi 6-го луча,Aој theta 6-го луча,фаза 7-го луча,мощность 7-го луча,врем€ 7-го луча,AоD phi 7-го луча,AоD theta 7-го луча,AоA phi 7-го луча,Aој theta 7-го луча,фаза 8-го луча,мощность 8-го луча,врем€ 8-го луча,AоD phi 8-го луча,AоD theta 8-го луча,AоA phi 8-го луча,Aој theta 8-го луча,фаза 9-го луча,мощность 9-го луча,врем€ 9-го луча,AоD phi 9-го луча,AоD theta 9-го луча,AоA phi 9-го луча,Aој theta 9-го луча,фаза 10-го луча,мощность 10-го луча,врем€ 10-го луча,AоD phi 10-го луча,AоD theta 10-го луча,AоA phi 10-го луча,Aој theta 10-го луча,фаза 11-го луча,мощность 11-го луча,врем€ 11-го луча,AоD phi 11-го луча,AоD theta 11-го луча,AоA phi 11-го луча,Aој theta 11-го луча,фаза 12-го луча,мощность 12-го луча,врем€ 12-го луча,AоD phi 12-го луча,AоD theta 12-го луча,AоA phi 12-го луча,Aој theta 12-го луча,фаза 13-го луча,мощность 13-го луча,врем€ 13-го луча,AоD phi 13-го луча,AоD theta 13-го луча,AоA phi 13-го луча,Aој theta 13-го луча,фаза 14-го луча,мощность 14-го луча,врем€ 14-го луча,AоD phi 14-го луча,AоD theta 14-го луча,AоA phi 14-го луча,Aој theta 14-го луча,фаза 15-го луча,мощность 15-го луча,врем€ 15-го луча,AоD phi 15-го луча,AоD theta 15-го луча,AоA phi 15-го луча,Aој theta 15-го луча,x,y,z,N
54,158.01,-61.86,1.9734e-08,-30.958,9.7191,149.03,-9.75,17.44,-65.923,3.4349e-08,-162.95,5.643,162.99,-5.55,-179.8,-69.285,3.4761e-08,-160.89,5.5266,-160.86,-5.5,81.004,-69.324,2.0443e-08,-34.225,9.3848,-145.8,-9.3999,27.82,-69.509,3.182e-08,-18.453,6.0518,18.426,-6.0,-137.74,-69.904,4.3492e-08,-67.535,4.2217,112.66,-4.45,15.796,-71.059,3.7377e-08,36.215,5.1735,36.269,-5.1,-128.57,-73.103,4.7225e-08,-167.69,4.052,12.256,-4.05,162.96,-73.307,3.2264e-08,-20.692,5.9023,-20.697,-5.95,44.718,-74.264,4.4722e-08,-68.098,4.1961,-111.98,-4.3002,138.73,-74.819,4.7526e-08,-166.12,4.1419,-13.832,-4.0,137.08,-75.172,2.0651e-08,-31.788,23.026,150.3,12.252,-23.893,-75.647,3.1124e-08,53.13,6.1574,120.62,-6.15,-169.51,-76.868,4.4e-08,134.24,4.3402,-134.43,-4.3501,-60.193,-77.205,4.4628e-08,-12.96,4.2414,167.0,-4.3,3.0,3.0,1.5,1
55,-46.94,-60.631,1.7009e-08,-36.839,11.32,143.1,-11.3,144.28,-66.343,1.7826e-08,-40.401,10.77,-139.67,-10.8,147.34,-66.607,3.7537e-08,-164.48,5.094,164.48,-5.1,-157.76,-68.58,2.8694e-08,-20.528,6.6023,20.565,-6.7,-17.625,-69.398,3.7915e-08,-162.45,5.0412,-162.56,-5.05,-176.95,-72.869,4.6799e-08,149.11,4.0565,149.01,-4.1,-64.913,-73.41,2.9186e-08,-23.026,6.6002,-23.025,-6.55,-61.441,-73.708,5.0482e-08,-11.103,4.0361,168.49,-3.75,-61.182,-73.709,5.0482e-08,-168.51,3.7506,11.45,-3.8,64.476,-74.177,1.8211e-08,-39.409,30.091,145.85,11.689,-16.171,-75.092,2.9442e-08,64.979,6.5179,118.44,-6.5,-136.13,-75.242,5.0763e-08,-167.04,3.8266,-12.932,-3.75,31.671,-75.581,2.603e-08,52.125,7.3922,118.4,-7.35,-147.56,-76.432,4.1394e-08,-14.015,4.7322,165.96,-4.6,-144.16,-77.676,3.0618e-08,64.979,6.2654,-116.53,-6.25,4.0,3.0,1.5,1
58,161.51,-50.466,1.1063e-08,-71.565,17.548,108.43,-17.548,0.488,-55.615,1.2283e-08,-73.611,15.758,-106.4,-15.75,-123.14,-57.396,1.454e-08,-134.96,13.288,135.02,-13.25,53.972,-59.02,1.9734e-08,-30.958,9.7191,30.972,-9.75,-24.908,-62.722,1.5488e-08,-131.37,12.411,-131.45,-12.45,173.14,-65.379,2.5622e-08,-156.65,7.3637,23.173,-7.5,-0.44,-66.445,2.0443e-08,-34.192,9.3848,-34.251,-9.4001,-151.95,-67.954,3.182e-08,-18.425,6.0519,161.56,-6.0,-127.89,-71.339,2.6172e-08,-154.16,7.4572,-25.917,-7.3,-6.904,-71.447,3.2264e-08,-20.71,6.0023,-159.31,-5.9,74.648,-73.773,4.7225e-08,-167.62,4.0548,167.74,-4.05,-83.514,-74.497,3.8178e-08,-164.67,5.1357,164.75,-5.0,98.843,-76.439,4.4628e-08,-13.105,4.2415,12.961,-4.3,7.529,-78.39,1.5018e-07,88.697,1.2987,91.247,-1.25,-70.621,-78.678,1.5047e-07,93.848,1.3112,93.797,-1.25,7.0,3.0,1.5,10
59,-113.67,-50.052,1.0548e-08,-90.0,18.435,90.0,-18.435,33.46,-55.867,1.1822e-08,-89.999,16.389,-89.989,-16.4,-104.33,-57.851,1.7009e-08,-36.901,11.32,36.839,-11.3,-104.26,-57.854,1.7009e-08,-143.16,11.32,143.1,-11.3,113.66,-63.886,1.7826e-08,-40.364,10.82,-40.366,-10.75,113.64,-63.899,1.7826e-08,-139.6,10.77,-139.67,-10.8,32.834,-66.722,2.8694e-08,-159.47,6.6023,20.565,-6.7,32.782,-66.724,2.8694e-08,-20.567,6.7523,159.45,-6.65,137.51,-71.24,2.9186e-08,-23.102,6.6001,-157.0,-6.55,137.57,-71.248,2.9186e-08,-156.97,6.6002,-23.025,-6.55,144.0,-74.28,5.0482e-08,-168.9,4.0361,168.49,-3.75,15.002,-75.512,4.1394e-08,-165.98,4.7322,165.96,-4.6,14.955,-75.517,4.1394e-08,-14.117,4.7322,14.02,-4.6,39.517,-78.395,1.5014e-07,89.996,1.2993,89.996,-1.25,65.333,-78.769,1.5073e-07,95.057,1.2315,95.099,-1.3,8.0,3.0,1.5,10
62,-136.27,-58.968,1.454e-08,-134.94,13.288,44.972,-13.25,-67.208,-63.296,1.5488e-08,-131.48,12.411,-48.602,-12.45,-31.603,-67.581,2.5622e-08,-156.82,7.6635,156.8,-7.45,-8.549,-73.121,3.182e-08,108.24,6.0519,71.466,-6.0,12.586,-73.82,2.6172e-08,-154.02,7.457,-154.11,-7.3,109.55,-75.59,3.8178e-08,-164.52,5.1356,15.233,-5.0,82.91,-75.997,3.3021e-08,113.89,5.7905,66.013,-5.8,-122.03,-76.023,6.3744e-08,-66.373,2.9978,39.629,-3.0,-46.842,-77.994,3.8549e-08,-163.03,5.1036,-17.196,-4.95,140.69,-78.15,3.3082e-08,107.71,5.7592,-72.302,-5.7999,143.06,-78.204,7.8678e-08,71.008,2.263,35.007,-2.45,7.007,-78.803,1.6388e-08,-108.43,11.739,15.244,-11.75,-102.97,-79.407,2.8224e-08,101.77,6.7563,65.184,-6.8,-173.18,-79.77,5.7679e-08,-9.9235,3.3522,169.96,-3.3,144.69,-80.919,5.7925e-08,-11.353,3.3042,-168.71,-3.3,11.0,3.0,1.5,9
63,-46.521,-60.631,1.7009e-08,-143.1,11.32,36.839,-11.3,-4.94,-65.232,2.9429e-08,117.1,6.5264,62.829,-6.5,144.08,-66.33,1.7826e-08,-139.64,10.82,-40.366,-10.75,-157.68,-68.58,2.8694e-08,-159.43,6.7523,159.45,-6.65,-142.97,-69.493,3.0615e-08,116.05,6.267,-64.016,-6.2501,-64.848,-73.399,2.9186e-08,-156.9,6.6001,-157.0,-6.55,-82.999,-73.681,5.5824e-08,-58.324,3.3417,58.18,-3.45,64.476,-74.177,1.8211e-08,-140.59,30.091,34.15,11.689,-105.95,-76.069,6.2495e-08,-69.226,3.1024,36.827,-3.05,-147.54,-76.434,4.1394e-08,-165.88,4.7322,14.02,-4.6,-2.921,-76.753,4.2686e-08,-13.671,4.4439,13.567,-4.5,120.64,-77.904,1.7926e-08,-126.87,10.742,15.24,-10.7,-30.594,-78.072,7.6392e-08,73.099,2.5191,32.956,-2.5,85.323,-78.295,2.9479e-08,122.01,6.491,65.194,-6.5,82.226,-78.473,4.1737e-08,-164.29,4.7541,-15.84,-4.55,12.0,3.0,1.5,9
64,158.01,-61.86,1.9734e-08,-149.04,9.7191,30.972,-9.75,54.966,-65.151,3.1084e-08,122.58,6.1834,57.305,-6.15,-25.255,-68.949,3.2209e-08,121.43,5.9305,-58.651,-5.9499,80.815,-69.313,2.0443e-08,-145.81,9.3848,-34.251,-9.4001,27.786,-69.509,3.182e-08,-161.58,6.0519,161.56,-6.0,-58.143,-71.162,3.8178e-08,-15.046,5.0453,15.333,-5.0,163.02,-73.304,3.2264e-08,-159.29,6.0023,-159.31,-5.9,-102.15,-73.761,5.4144e-08,-61.346,3.4502,61.192,-3.55,137.11,-75.175,2.0651e-08,-148.24,23.033,29.75,12.246,-99.167,-75.938,3.9462e-08,-14.788,4.8456,14.728,-4.85,134.82,-76.113,6.1402e-08,-72.219,3.1771,33.925,-3.1,-27.332,-76.858,2.0185e-08,-139.4,9.5192,15.234,-9.5,-60.169,-77.21,4.4628e-08,-166.9,4.2415,12.961,-4.3,-51.952,-78.44,3.8178e-08,-15.265,5.0454,15.233,-5.0,79.907,-78.581,5.1134e-08,-11.294,3.7011,168.69,-3.75,13.0,3.0,1.5,9
65,-153.13,-62.866,2.2623e-08,-153.44,8.4681,26.567,-8.5,-138.1,-68.22,4.0234e-08,67.52,4.7731,38.658,-4.75,178.1,-70.369,3.4984e-08,-16.694,5.5562,16.7,-5.45,178.11,-70.37,3.4985e-08,-163.28,5.5031,163.31,-5.45,-165.81,-70.582,2.3244e-08,-150.47,8.2509,-29.555,-8.25,-43.669,-72.212,4.2435e-08,142.12,4.5274,142.01,-4.5,-10.466,-73.435,3.5389e-08,-161.19,5.4212,-161.24,-5.4,42.293,-73.517,4.1078e-08,66.244,4.6824,-40.172,-4.65,-150.03,-74.027,3.3006e-08,129.81,5.8011,53.499,-5.8,-159.13,-75.802,2.2843e-08,-147.72,8.3948,15.238,-8.4,-127.6,-75.921,6.6974e-08,-79.89,2.8893,153.82,-2.85,-13.699,-76.422,3.4988e-08,-17.11,5.5538,15.244,-5.45,-41.444,-77.579,4.0651e-08,67.645,9.0084,38.9,11.01,-105.06,-77.606,4.5e-08,41.974,4.2547,41.99,-4.25,-51.914,-77.775,2.3377e-08,-153.15,18.499,26.0,12.664,14.0,3.0,1.5,9
69,-74.554,-64.603,2.7099e-08,-29.747,7.0788,150.26,-7.05,54.083,-69.779,3.3021e-08,-156.15,5.7787,156.02,-5.8,-172.22,-70.398,3.5615e-08,48.846,5.4465,131.2,-5.35,-29.685,-70.818,3.6607e-08,145.46,5.0524,145.44,-5.25,141.43,-71.294,3.9185e-08,-20.025,4.8632,19.948,-4.9,-44.048,-71.34,3.9397e-08,-20.107,-7.634,19.955,-7.7,166.19,-71.972,2.7415e-08,-30.344,-8.3348,150.45,-11.975,-127.84,-72.32,2.778e-08,-32.149,6.8948,-147.84,-6.9,-145.3,-74.057,3.6625e-08,50.206,5.1468,-129.81,-5.2499,-104.17,-75.31,6.0946e-08,-12.647,3.1052,167.33,-3.15,-119.13,-75.445,4.9363e-08,-61.607,3.811,118.25,-3.9,-108.54,-75.561,3.9659e-08,-21.786,4.7944,-21.814,-4.8499,68.292,-75.565,3.9868e-08,-21.789,-7.58,-21.804,-7.6,-0.428,-75.736,2.7414e-08,-29.416,-8.4521,150.15,-11.925,90.845,-76.085,3.3582e-08,-153.87,5.7037,-153.96,-5.7,1.0,4.0,1.5,1
70,173.29,-63.77,2.4284e-08,-33.692,7.8927,146.31,-7.9,-128.16,-63.796,2.4624e-08,-33.694,-12.397,146.31,-12.35,153.81,-69.365,3.3523e-08,53.077,5.7423,126.85,-5.7,55.68,-70.053,4.7875e-08,-65.173,3.9832,114.75,-4.0,60.868,-70.459,2.5042e-08,-36.256,7.6571,-143.75,-7.6501,-61.927,-70.557,3.608e-08,-21.776,5.3114,21.818,-5.3,96.573,-70.616,3.631e-08,-21.78,-8.3268,21.806,-8.35,128.07,-70.687,2.5372e-08,-36.268,-11.94,-143.75,-12.0,21.507,-71.276,2.4636e-08,-34.587,-9.3483,146.6,-13.325,10.604,-71.777,2.4646e-08,-34.736,-18.801,146.45,-11.475,123.4,-72.976,3.4594e-08,54.424,5.4792,-125.53,-5.55,-102.48,-74.183,4.9087e-08,-65.839,3.8871,-114.11,-3.8999,-48.727,-74.25,5.8681e-08,-120.07,3.3045,120.07,-3.25,177.98,-74.813,5.7702e-08,-13.372,3.3589,166.6,-3.3,39.079,-75.049,6.0547e-08,21.808,3.3875,157.91,-3.1,2.0,4.0,1.5,1
71,-77.599,-62.762,2.1617e-08,-38.651,8.8607,141.33,-8.9,91.394,-68.003,2.2465e-08,-41.356,8.5313,-138.67,-8.55,-70.985,-68.758,3.1645e-08,57.992,6.053,122.0,-6.05,54.162,-69.78,3.3021e-08,-23.992,5.7929,23.948,-5.8,-49.836,-70.242,2.1999e-08,-38.704,-14.115,141.35,-13.825,-178.91,-72.045,3.5988e-08,-155.88,5.3746,-155.8,-5.3,-159.15,-72.61,3.2778e-08,59.29,5.8116,-120.78,-5.85,110.97,-72.655,3.5465e-08,-157.38,5.3874,157.98,-5.4,90.378,-74.287,5.4468e-08,-14.168,3.558,165.78,-3.5,6.424,-74.482,2.2458e-08,-39.539,21.087,142.7,11.248,132.97,-75.864,2.2833e-08,-41.338,-13.6,-138.65,-13.325,90.768,-76.099,3.3582e-08,-26.013,5.7012,-26.074,-5.7,-39.517,-76.395,5.481e-08,-15.654,3.4424,-164.46,-3.5,22.913,-76.516,2.3261e-08,-40.658,-27.703,144.2,11.462,-91.86,-76.918,4.5492e-08,-16.986,4.2212,162.86,-4.2,3.0,4.0,1.5,1
72,-165.01,-61.449,1.9162e-08,-44.996,10.0,135.0,-10.05,12.526,-63.883,2.6526e-08,59.428,7.1238,120.44,-7.25,-92.408,-65.67,2.0114e-08,-47.722,9.542,-132.27,-9.5499,-32.216,-67.13,3.8561e-08,-159.69,4.9896,159.67,-4.95,116.66,-68.962,3.0021e-08,-26.639,6.3175,26.54,-6.4,-167.58,-71.009,2.6527e-08,60.255,7.3167,120.63,-7.2,69.527,-71.686,3.9043e-08,-157.83,4.9034,-157.84,-4.9,-8.817,-73.731,5.1247e-08,-15.137,3.6165,164.88,-3.75,116.1,-73.771,2.6563e-08,55.011,7.2649,118.41,-7.2,-179.9,-73.884,5.2889e-08,20.821,3.7183,159.29,-3.6,-100.01,-74.118,2.7676e-08,60.255,7.014,-118.88,-6.9,-121.39,-74.598,4.3368e-08,141.89,4.4448,141.89,-4.4,99.98,-75.763,2.0237e-08,-47.634,26.812,137.9,10.509,24.878,-76.019,4.4298e-08,24.886,4.4289,154.96,-4.3,-158.28,-76.101,5.1611e-08,-16.7,3.7417,-163.47,-3.7,4.0,4.0,1.5,1
75,12.736,-52.605,1.4152e-08,-75.964,13.633,104.04,-13.633,169.03,-57.836,1.5416e-08,-77.197,12.496,-102.83,-12.5,-125.15,-59.934,2.1617e-08,-38.673,8.8607,38.64,-8.9,-96.36,-60.633,1.7008e-08,-126.84,11.33,126.88,-11.3,-9.534,-65.246,2.7099e-08,-150.29,7.1939,29.75,-7.05,-113.59,-65.469,1.8074e-08,-124.23,10.605,-124.32,-10.65,65.515,-65.497,2.2465e-08,-41.357,8.5313,-41.334,-8.55,-99.377,-67.476,3.3021e-08,-23.935,5.7929,156.02,-5.8,-43.755,-72.833,2.778e-08,-147.84,6.8742,-32.15,-6.9,-51.053,-73.555,3.3582e-08,-26.073,5.7012,-153.96,-5.7,138.38,-73.564,3.9185e-08,-160.09,4.7156,160.01,-4.9,-59.331,-73.598,7.8583e-08,-77.687,2.3558,77.746,-2.45,68.737,-74.344,4.8043e-08,-163.98,3.7418,163.82,-4.0,81.01,-75.585,4.5492e-08,-17.209,4.2212,17.071,-4.2,-108.53,-77.265,4.843e-08,-162.45,3.9418,-162.31,-3.95,7.0,4.0,1.5,10
76,-2.765,-52.357,1.3753e-08,-90.0,14.036,90.0,-14.036,120.73,-58.093,1.5051e-08,-90.001,12.804,-90.015,-12.8,-157.16,-59.597,1.9162e-08,-44.991,10.05,45.009,-10.0,-157.15,-59.598,1.9162e-08,-135.0,10.0,135.0,-10.05,-61.679,-64.523,2.0114e-08,-132.28,9.542,-132.27,-9.5499,-61.688,-64.525,2.0114e-08,-47.705,9.542,-47.748,-9.5501,-21.32,-66.366,3.0021e-08,-26.554,6.3175,153.43,-6.4,-21.388,-66.368,3.0021e-08,-153.36,6.3175,26.54,-6.4,-12.426,-73.563,3.0637e-08,-28.945,6.2521,-151.23,-6.25,-11.906,-73.583,3.0637e-08,-151.33,6.2521,-28.857,-6.2499,-58.59,-74.603,4.2325e-08,-161.72,4.3711,161.53,-4.55,-58.664,-74.613,4.2325e-08,-18.451,4.6214,18.432,-4.5,-174.13,-74.782,5.1247e-08,-164.86,3.6165,164.88,-3.75,-7.68,-75.734,5.2889e-08,159.18,3.7183,159.29,-3.6,31.431,-77.346,5.1611e-08,-163.3,3.7417,-163.47,-3.7,8.0,4.0,1.5,10
79,-172.37,-59.903,1.7009e-08,-126.82,11.33,53.104,-11.3,153.5,-63.929,1.8074e-08,-124.33,10.605,-55.734,-10.65,107.38,-68.119,2.7099e-08,-150.22,7.1938,150.26,-7.05,-163.85,-71.14,2.8694e-08,110.57,6.6024,69.449,-6.7,99.541,-72.645,4.5492e-08,-17.154,4.2127,17.071,-4.2,151.82,-73.098,2.5031e-08,109.65,7.6899,65.155,-7.65,-47.296,-75.338,3.9185e-08,-159.67,4.716,19.948,-4.9,56.783,-75.812,2.778e-08,-147.9,6.8742,-147.84,-6.9,-0.014,-76.079,2.9939e-08,109.98,6.5461,-70.449,-6.3501,112.44,-76.529,6.6814e-08,-67.669,2.9013,38.523,-2.85,7.91,-76.693,2.8695e-08,109.65,6.5587,69.248,-6.7,-7.548,-76.952,2.6239e-08,109.65,7.3182,-66.698,-7.3,-22.327,-77.789,7.553e-08,70.581,2.2633,35.861,-2.55,-92.881,-78.818,4.5497e-08,-17.503,4.2115,15.216,-4.2,64.519,-79.469,3.9659e-08,-158.33,4.5717,-21.814,-4.8499,11.0,4.0,1.5,9
80,-164.98,-61.451,1.9162e-08,-135.01,10.05,45.009,-10.0,12.726,-63.883,2.6526e-08,120.5,7.3165,59.545,-7.2,-92.558,-65.667,2.0114e-08,-132.29,9.542,-47.748,-9.5501,-91.812,-67.922,2.7676e-08,119.11,7.0153,-60.959,-6.9,116.56,-68.963,3.0021e-08,-153.45,6.3175,153.43,-6.4,-47.042,-71.986,4.2325e-08,-18.441,4.5607,18.432,-4.5,99.98,-75.763,2.0237e-08,-132.37,26.812,42.1,10.509,122.85,-76.152,4.2325e-08,-161.55,4.6214,18.432,-4.5,111.97,-76.349,3.0637e-08,-151.05,6.2521,-151.23,-6.25,77.003,-76.569,6.5623e-08,-70.361,2.9599,35.821,-2.9,-135.7,-78.123,4.262e-08,-18.39,-7.1923,18.45,-8.425,-3.328,-78.5,5.8086e-08,156.89,3.2365,23.013,-3.3,66.449,-78.7,3.519e-08,136.97,5.3945,140.26,-5.45,42.965,-78.924,5.5339e-08,-14.028,-6.1551,165.96,-6.25,-120.94,-78.932,5.5114e-08,-13.948,3.3792,165.93,-3.5,12.0,4.0,1.5,9
81,-77.364,-62.763,2.1617e-08,-141.33,8.8607,38.64,-8.9,-72.451,-64.38,2.8351e-08,126.23,6.7831,53.647,-6.75,91.404,-68.003,2.2465e-08,-138.64,8.5313,-41.334,-8.55,54.066,-69.779,3.3021e-08,-156.07,5.7929,156.02,-5.8,28.442,-71.177,3.7774e-08,142.92,5.1284,142.93,-5.05,141.43,-71.295,3.9185e-08,-20.077,4.8386,19.948,-4.9,-135.8,-71.363,3.9502e-08,-20.073,-8.7173,19.957,-8.75,106.53,-71.618,2.8352e-08,125.54,6.7825,53.496,-6.75,-119.09,-74.336,2.943e-08,125.54,6.5407,-55.417,-6.5001,6.424,-74.482,2.2458e-08,-140.46,21.087,37.3,11.248,90.825,-76.085,3.3582e-08,-153.93,5.7012,-153.96,-5.7,-91.761,-76.926,4.5492e-08,-162.79,4.2212,17.071,-4.2,-125.04,-76.989,3.859e-08,141.26,4.9951,-141.36,-4.9499,23.799,-77.351,3.9506e-08,-20.132,-10.635,19.95,-8.325,32.528,-77.475,3.9503e-08,-20.393,-7.9349,19.85,-9.025,13.0,4.0,1.5,9
82,173.24,-63.77,2.4284e-08,-146.31,7.8927,33.695,-7.9,-37.388,-67.492,3.7184e-08,65.583,5.1324,40.639,-5.15,153.91,-69.366,3.3523e-08,126.89,5.7423,53.138,-5.7,60.637,-70.442,2.5042e-08,-143.77,7.6571,-36.294,-7.65,-61.911,-70.557,3.608e-08,-21.734,5.3229,21.818,-5.3,-61.866,-70.557,3.608e-08,-158.19,5.3114,158.2,-5.3,-3.002,-70.647,3.6424e-08,-21.913,-9.4396,21.774,-9.5,-129.93,-71.688,4.0476e-08,145.82,4.6393,145.78,-4.75,111.39,-72.322,3.8063e-08,64.153,4.9259,-42.191,-5.0499,123.74,-72.979,3.4594e-08,125.47,5.4792,-54.442,-5.5499,13.388,-75.723,3.6595e-08,-156.22,5.1995,-156.27,-5.25,-38.039,-75.773,3.3524e-08,127.56,5.7411,53.489,-5.7,-6.865,-76.015,2.4987e-08,-145.99,17.269,33.05,11.835,-83.284,-76.33,7.0258e-08,-80.61,2.8297,154.25,-2.7,43.945,-76.643,3.7631e-08,65.737,10.074,40.75,10.724,14.0,4.0,1.5,9
86,145.18,-65.318,2.8887e-08,-35.531,6.623,144.45,-6.65,-166.54,-70.198,3.4504e-08,-151.05,5.5289,150.93,-5.55,86.343,-70.296,3.4832e-08,150.79,5.2641,149.97,-5.5,-164.75,-70.37,5.2317e-08,-63.428,3.6665,116.56,-3.65,158.03,-70.496,3.3189e-08,45.026,5.8773,135.0,-5.75,-64.721,-70.82,3.3664e-08,130.75,8.0367,135.89,-5.65,8.464,-71.47,2.9678e-08,-37.646,6.4548,-142.35,-6.45,121.3,-71.535,4.0443e-08,-24.486,4.7083,24.409,-4.75,-58.41,-71.591,4.0648e-08,-24.5,-7.4491,24.431,-7.45,54.564,-74.322,5.3512e-08,-64.113,3.5198,-115.94,-3.6,-122.07,-74.35,3.4141e-08,46.493,5.6505,-133.39,-5.6,26.947,-74.771,3.4604e-08,127.85,4.3804,-134.32,-5.55,-94.792,-75.335,6.1763e-08,-15.576,3.0854,164.27,-3.1,-71.708,-75.506,3.3662e-08,135.0,4.7688,135.85,-5.7,169.19,-75.898,5.835e-08,66.131,2.9352,113.61,-3.3,1.0,5.0,1.5,1
87,-57.385,-64.461,2.658e-08,-39.673,-11.377,140.16,-11.45,-139.42,-64.467,2.6265e-08,-39.789,7.2944,140.16,-7.3,-93.642,-69.103,3.0933e-08,49.324,6.1329,130.59,-6.2,16.024,-69.456,2.7132e-08,-41.979,7.0679,-138.0,-7.05,107.73,-69.626,2.7437e-08,-41.972,-11.186,-138.01,-11.05,108.86,-70.361,2.6582e-08,-39.316,-12.935,140.1,-11.175,-174.75,-70.87,3.7442e-08,-153.44,5.1554,153.43,-5.1,-174.82,-70.871,3.7442e-08,-26.542,5.1277,26.58,-5.1,-8.843,-70.942,3.7664e-08,-26.692,-8.016,26.536,-8.05,-66.944,-71.058,5.0916e-08,-66.839,3.7687,113.22,-3.75,-76.311,-72.738,3.1953e-08,51.121,5.9423,-129.06,-6.0001,53.386,-72.959,2.662e-08,-39.162,-6.7493,139.9,-13.575,147.64,-74.85,5.8563e-08,-16.452,3.314,163.39,-3.25,-54.541,-74.941,6.1586e-08,-118.58,3.1303,118.5,-3.1,117.74,-75.128,2.6916e-08,-40.129,15.999,140.85,10.972,2.0,5.0,1.5,1
88,131.72,-63.401,2.3821e-08,-45.004,8.0491,135.01,-8.05,-152.26,-67.55,2.4774e-08,-47.204,7.7301,-132.8,-7.7499,-174.67,-67.984,2.8888e-08,54.353,6.5153,125.52,-6.65,-8.818,-69.366,2.417e-08,-44.481,-14.251,134.9,-12.275,-166.53,-70.198,3.4504e-08,-29.041,5.543,29.061,-5.55,-168.49,-70.923,2.4168e-08,-45.0,-12.835,135.0,-12.575,121.2,-71.534,4.0442e-08,-155.58,4.8139,155.55,-4.7,137.19,-71.676,2.9976e-08,56.009,6.3176,-124.05,-6.4,-47.331,-73.874,3.8705e-08,142.89,4.9078,142.71,-4.95,74.549,-74.158,2.5112e-08,-46.648,-14.767,-132.7,-11.675,15.866,-74.341,5.538e-08,-17.473,3.4665,162.42,-3.45,-45.235,-74.846,2.4586e-08,-45.897,19.187,136.4,10.262,-78.639,-75.331,2.5108e-08,-47.214,-12.346,-132.8,-12.075,41.938,-76.741,4.658e-08,-20.935,4.1284,158.93,-4.1,178.86,-77.438,5.5796e-08,-18.843,3.544,-161.12,-3.4,3.0,5.0,1.5,1
89,-176.97,-62.123,2.1617e-08,-51.337,8.9028,128.66,-8.85,172.37,-65.949,2.2663e-08,-53.483,8.4778,-126.54,-8.45,130.21,-69.504,3.1645e-08,-32.012,6.053,32.003,-6.05,13.016,-72.168,4.3491e-08,-157.46,4.3961,157.34,-4.4,-132.92,-73.806,5.2215e-08,-18.469,3.744,161.3,-3.65,-173.19,-76.011,4.3491e-08,-22.412,4.3922,157.34,-4.4,50.165,-76.769,3.2368e-08,-33.932,5.9604,-34.048,-5.9,7.572,-77.329,5.2657e-08,-20.138,3.5165,-159.97,-3.65,-93.042,-77.606,4.944e-08,24.332,4.1333,157.98,-3.85,-143.33,-77.841,2.7111e-08,63.426,7.1761,120.64,-7.05,-134.66,-78.48,2.2576e-08,-53.867,23.857,131.5,9.4059,-137.36,-78.672,2.4153e-08,26.565,7.8564,120.63,-7.95,176.4,-78.709,5.6015e-08,-162.65,3.4557,17.356,-3.4,-178.71,-78.887,4.3495e-08,-156.5,4.3952,157.94,-4.4,129.75,-80.138,5.2914e-08,153.67,3.7002,26.227,-3.6,4.0,5.0,1.5,1
